doc_id,word,gdocs,python,fourth,present
000046_United_States,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000046_United_States.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000046_United_States.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000046_United_States.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000046_United_States.pdf,4
000047_Virtual_reality,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000047_Virtual_reality.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000047_Virtual_reality.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000047_Virtual_reality.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000047_Virtual_reality.pdf,4
000048_Algebra,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000048_Algebra.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000048_Algebra.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000048_Algebra.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000048_Algebra.pdf,4
000049_Volcano,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000049_Volcano.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000049_Volcano.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000049_Volcano.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000049_Volcano.pdf,4
000050_Urbanization,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000050_Urbanization.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000050_Urbanization.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000050_Urbanization.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000050_Urbanization.pdf,4
000051_Algebra,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000051_Algebra.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000051_Algebra.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000051_Algebra.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000051_Algebra.pdf,4
000052_Machine_learning,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000052_Machine_learning.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000052_Machine_learning.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000052_Machine_learning.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000052_Machine_learning.pdf,4
000053_Renaissance,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000053_Renaissance.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000053_Renaissance.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000053_Renaissance.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000053_Renaissance.pdf,4
000054_Urbanization,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000054_Urbanization.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000054_Urbanization.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000054_Urbanization.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000054_Urbanization.pdf,4
000055_Blockchain,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000055_Blockchain.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000055_Blockchain.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000055_Blockchain.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000055_Blockchain.pdf,4
000056_Psychology,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000056_Psychology.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000056_Psychology.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000056_Psychology.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000056_Psychology.pdf,4
000057_Quantum_mechanics,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000057_Quantum_mechanics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000057_Quantum_mechanics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000057_Quantum_mechanics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000057_Quantum_mechanics.pdf,4
000058_Psychology,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000058_Psychology.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000058_Psychology.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000058_Psychology.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000058_Psychology.pdf,4
000059_World_War_II,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000059_World_War_II.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000059_World_War_II.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000059_World_War_II.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000059_World_War_II.pdf,4
000060_Veganism,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000060_Veganism.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000060_Veganism.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000060_Veganism.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000060_Veganism.pdf,4
000061_Weather,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000061_Weather.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000061_Weather.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000061_Weather.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000061_Weather.pdf,4
000062_Veganism,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000062_Veganism.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000062_Veganism.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000062_Veganism.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000062_Veganism.pdf,4
000063_United_Nations,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000063_United_Nations.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000063_United_Nations.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000063_United_Nations.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000063_United_Nations.pdf,4
000064_Statistics,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000064_Statistics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000064_Statistics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000064_Statistics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000064_Statistics.pdf,4
000065_Statistics,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000065_Statistics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000065_Statistics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000065_Statistics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000065_Statistics.pdf,4
000066_Photosynthesis,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000066_Photosynthesis.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000066_Photosynthesis.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000066_Photosynthesis.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000066_Photosynthesis.pdf,4
000067_Machine_learning,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000067_Machine_learning.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000067_Machine_learning.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000067_Machine_learning.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000067_Machine_learning.pdf,4
000068_Volcano,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000068_Volcano.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000068_Volcano.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000068_Volcano.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000068_Volcano.pdf,4
000069_Quantum_mechanics,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000069_Quantum_mechanics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000069_Quantum_mechanics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000069_Quantum_mechanics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000069_Quantum_mechanics.pdf,4
000070_Sociology,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000070_Sociology.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000070_Sociology.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000070_Sociology.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000070_Sociology.pdf,4
